,rally,receiving_shot,winning_shot,combined
476,4b17f39f38y17+s-3m-28*,f3,y1,f3y1
477,6f38y17+s-17l-28m2z^37*,y1,m2,y1m2
478,5f28f39f38f19s28f37f19+f1v27b-17*,f1,v2,f1v2
479,6f17f39f38f38f18f28b38b19b18f17b19+l39f18f18s18f39+f37y17+s-18*,f3,y1,f3y1
480,5f29f37f18f17s19f18b18*,f1,b1,f1b1
481,6b28f19f37r39f27f19f27f39*,f2,f3,f2f3
482,5b28f29f39b39f37s39f18*,s3,f1,s3f1
483,c6f37f38+m1o17*,m1,o1,m1o1
484,4b18f17f18*,f1,f1,f1f1
485,4f38b39r39b39f19*,b3,f1,b3f1
486,5b29b17f38*,b1,f3,b1f3
487,c6b18f17s18f18+*,s1,f1,s1f1
488,5b38f19+f29*,f1,f2,f1f2
489,5f29f28f38*,f2,f3,f2f3
490,5b19b39b39f29f19b19f37f38b19*,f3,b1,f3b1
491,4b39l28f19+l1o28*,l1,o2,l1o2
492,6s29f38s39f37y37f-19*,f3,y3,f3y3
493,6b27f38f19h27r-17f-38*,f1,h2,f1h2
494,6s28f18+b2z^37*,f1,b2,f1b2
495,6r28f17s18f19b28b38*,b2,b3,b2b3
496,4f18s27y17+b-17*,s2,y1,s2y1
497,6b37b19b18f38*,b1,f3,b1f3
498,6b19b17f18*,b1,f1,b1f1
499,4f27f39+s3v^17*,f3,s3,f3s3
500,6f28u37+s-37f-2v17*,u3,v1,u3v1
501,5f37b39s29f38b28f19r29f18+l27o37*,l2,o3,l2o3
502,6s27f38+m3o18*,m3,o1,m3o1
503,4f29f28b19*,f2,b1,f2b1
504,4f17f19f19f19f17f18f39s38s38s18f17f39b38s38b18*,s3,b1,s3b1
505,4f19f29b19f17f18f38*,f1,f3,f1f3
506,4f28s37b-38b19*,s3,b1,s3b1
507,6f39b18f19f39s37s39+*,s3,s3,s3s3
508,4b37s19+l2v^37*,s1,l2,s1l2
509,5f29b29f28b18*,f2,b1,f2b1
510,5b28f29f38f19f17f39s28f39*,s2,f3,s2f3
511,5s28f18+f2z37*,f2,z3,f2z3
512,4f19h38y17f-39*,h3,y1,h3y1
513,5b29f19f27y17+f-1v39*,y1,v3,y1v3
514,4+b3v19f1v^37*,v1,f1,v1f1
515,6b28f19f39*,f1,f3,f1f3
516,4s37b-39m3o29m2o37*,m2,o3,m2o3
517,6s27f19+l2o17*,l2,o1,l2o1
518,6f29f29f38s29f29s38b39+b3z17f3z37s-37*,f3,z3,f3z3
519,4+b3z18f17*,z1,f1,z1f1
520,6f38f19f38s39f38b27f18f39s38s27f-27*,s3,s2,s3s2
521,4r28f38s17f39+b17*,f3,b1,f3b1
522,4+s3z39b39*,z3,b3,z3b3
523,4f18f39s38f38s37f38+b18*,f3,b1,f3b1
524,4r39b18r28f19f19f;37*,f1,f1,f1f1
525,6f29f29f19f18f17f38+m2o37*,m2,o3,m2o3
526,6s18f18f19f17f19f39*,f1,f3,f1f3
527,4b39f39f18f39*,f1,f3,f1f3
528,4s38b38s39f18f17f19+f17*,f1,f1,f1f1
529,6s37f-38s3o17*,s3,o1,s3o1
530,6f29f17b38+b3v^17r-3v38*,b3,v3,b3v3
531,6s39f37f29f18b27f38+f3z18b3z28*,b3,z2,b3z2
532,5b37f19+b2z^17*,f1,b2,f1b2
533,5f29f39f37f;19+b3z^37*,f3,b3,f3b3
534,6f28f18s18f38+f39*,f3,f3,f3f3
535,4s39b19s27b39+f3z^17m-39t2v17*,t2,v1,t2v1
536,6s18f38+f38*,f3,f3,f3f3
537,6f29f19f19f37b39f37b18+b39*,b1,b3,b1b3
538,4f37f37f18*,f3,f1,f3f1
539,c6b37s18f38b38r37f-19*,b3,r3,b3r3
540,6f17b18f18b38s18f18*,s1,f1,s1f1
541,5s28f19b;17f19b38*,f1,b3,f1b3
542,6r28f18f18f17f28b39b38b19*,b3,b1,b3b1
543,c4s28f17+f1v37*,f1,v3,f1v3
544,6f29f19f39b38b39b38b38b38b19f29f38b28b29b;37s39+f38*,s3,f3,s3f3
545,4b17f-39m2o37*,m2,o3,m2o3
546,6b28y17f-29f1v^17*,y1,f1,y1f1
547,6s28f18+l17o18*,l1,o1,l1o1
548,6b19f17f19+f2z^37*,f1,f2,f1f2
549,5b38b39b39b39f18f37b39b38b38b18*,b3,b1,b3b1
550,4r28f39+m3o37*,m3,o3,m3o3
551,4f29f38b38y37*,b3,y3,b3y3
552,4f29f38+s37b-38*,f3,s3,f3s3
553,4f39f18r38f38s3j=39*,f3,s3,f3s3
554,6f29f17f19f38s39f38*,s3,f3,s3f3
555,5b29f39b29f39b19r19f39*,r1,f3,r1f3
556,6f28f19+r2z18*,r2,z1,r2z1
557,6f27u37+s-1v18*,u3,v1,u3v1
558,6f38f37b18f38b37*,f3,b3,f3b3
559,c5r28b39b39b39f19f28u37b-19l29*,u3,l2,u3l2
560,c4b39b38b38b38b19*,b3,b1,b3b1
561,6r27f19+f38*,f1,f3,f1f3
562,4f17f2s2f2b2f3s2f+2b3*,s2,b3,s2b3
563,6b27s+3b3z1*,b3,z1,b3z1
564,6m18f2b2f+3b3z2l2o3*,l2,o3,l2o3
565,6f17f3s3s+1f3z^3*,s3,f3,s3f3
566,6s38y37s-19f3z^37*,y3,f3,y3f3
567,5b27f38+m2o17*,m2,o1,m2o1
568,6r28f38+m2o37*,m2,o3,m2o3
569,6r28f39+b37*,f3,b3,f3b3
570,4r17f38+b3z^17*,f3,b3,f3b3
571,4r29f18f38b39b38b38*,b3,b3,b3b3
572,6r38f18f28b37f18+l28o18*,l2,o1,l2o1
573,4f19h38b38b19*,b3,b1,b3b1
574,6b19f39b39s39b19f38y17r-18*,f3,y1,f3y1
575,6b28f39b29f18f19f18f37+s3z39b3z^27*,z3,b3,z3b3
576,4b38b18+f1i-17f-18*,b1,f1,b1f1
577,6s27f38+b3z17f18*,z1,f1,z1f1
578,4r29f38+s3v17*,s3,v1,s3v1
579,4b37f38+b1v1v37*,v1,v3,v1v3
580,5f28s29s38+s1v^17f-18*,s3,s1,s3s1
581,5f37y17+f-1v38*,y1,v3,y1v3
582,4f39b38+s3z17f39*,z1,f3,z1f3
583,6b27f38+m28o17*,m2,o1,m2o1
584,6s39f39b19f17f18f38*,f1,f3,f1f3
585,c5s2j38+b2v17*,b2,v1,b2v1
586,5s29f18f18f19f18f38+s2v39m3o18*,m3,o1,m3o1
587,6b29h29f39+*,h2,f3,h2f3
588,5f29b38b19*,b3,b1,b3b1
589,4b37f37+b3v17*,b3,v1,b3v1
590,6s27f19+f2v^37*,f1,f2,f1f2
591,4b29f27f38f37b39f39b28b19f17b28f39f39b37f38b28f;29f38f28f17s28b18+s2z^37*,b1,s2,b1s2
592,5b28f27b38f27f18b1v38*,b1,v3,b1v3
593,5b28f38b38f29b38f39b28f17+*,b2,f1,b2f1
594,4s28f18+f18*,f1,f1,f1f1
595,6r37s-19b1v17b-17*,b1,v1,b1v1
596,6r19f19b28f39+*,b2,f3,b2f3
597,4r27f-18b1v38*,b1,v3,b1v3
598,6s29f37s29f37s19f17f19b17f39*,b1,f3,b1f3
599,5b28f38b38b38f18b27f37+f37*,f3,f3,f3f3
600,5f37f38+b3v^17*,f3,b3,f3b3
601,5f17b19r17s-37b3v28*,b3,v2,b3v2
602,4b27f+1f2v3*,f2,v3,f2v3
603,4r28f+3b1v1*,b1,v1,b1v1
604,4b28f1f1f2b2b2b2b3b3b1f2f+3*,b1,f2,b1f2
605,4f29f+3s1v3m2b2z2f3*,z2,f3,z2f3
606,4s38f1f2f2s3b1f1f+3s3z^1f-2*,f1,s3,f1s3
607,6f29f2u1*,f2,u1,f2u1
608,4f27b+3s1v3b3*,v3,b3,v3b3
609,4f18f+3b2i1f3*,i1,f3,i1f3
610,4b39b2f3b3s3s1f3b3s3b+3b1v^3*,s3,b1,s3b1
611,6s27f+1f3z1*,f3,z1,f3z1
612,6f28f3s3s+1f1v2*,f1,v2,f1v2
613,6b29f3s3b2f3*,b2,f3,b2f3
614,4b37b3b2f3y1u-3b-3*,f3,y1,f3y1
615,5b28u1r-3b1v1*,b1,v1,b1v1
616,6r38f+1l2o3b2v1*,b2,v1,b2v1
617,4r27f+3m1o1l2o=1*,o1,l2,o1l2
618,6f39b2f3b3s3s+1f1*,s3,f1,s3f1
619,6f37b3b3b1f1f+3b2z1*,b2,z1,b2z1
620,6b28f3b3s3s1f3*,s1,f3,s1f3
621,6f27f1f1f3b3b1*,b3,b1,b3b1
622,4s37s39+b3z^37*,s3,b3,s3b3
623,4f39b38+s19*,b3,s1,b3s1
624,6s39+b1v38*,b1,v3,b1v3
625,4s37s38+b1v28f38*,v2,f3,v2f3
626,5s28f28b29f28f39+b3z39m39*,z3,m3,z3m3
627,5s28f17f19f39b19f29f19f29f38*,f2,f3,f2f3
628,4s39f38b37b28f19r39f37s19f18f28f17f18f39*,f1,f3,f1f3
629,4f28f18f18f29f28s39b19*,s3,b1,s3b1
630,5+f2v18f3z38*,f3,z3,f3z3
631,6r18f18+l1o37*,l1,o3,l1o3
632,5f28f38+m3o37*,m3,o3,m3o3
633,6f38f18f19*,f1,f1,f1f1
634,6s38f37s19f17f28b37+*,f2,b3,f2b3
635,6s38s39b37b29f38+*,b2,f3,b2f3
636,6s29f2f3b;3f2f1s2f1b3*,f1,b3,f1b3
637,4r27u+3l3t3o1*,t3,o1,t3o1
638,5b28f2f1b3b3f3b2s3b3f3b2b1r1f1f1b1f2f3b2b1f1b1f;3*,f1,b1,f1b1
639,4f39f3b3f2f1b3s2u1*,s2,u1,s2u1
640,4s29f3f3f2f3b3f3b1b2b2f3b3f2f3*,f2,f3,f2f3
641,5b19b2s+1f2z^3*,b2,f2,b2f2
642,6r38f3b1s2r+1b2z^3f-1*,s2,b2,s2b2
643,6s28j1b1v^3*,j1,b1,j1b1
644,6f28y1f-3b1*,y1,b1,y1b1
645,6s27f-3f3v1*,f3,v1,f3v1
646,6f19f1f1f1s2b2b1f2f-1*,b1,f2,b1f2
647,6b38b3f2f+1m2o1*,m2,o1,m2o1
648,5b28f1r2f+3*,f1,r2,f1r2
649,6b27r2b1f1b1r3f;3*,b1,r3,b1r3
650,5f29b2f2f2u3s-1v=2o3*,u3,o3,u3o3
651,4s19f1f1f2f1f2u+3y-3*,f1,f2,f1f2
652,4b28f+1f2z3*,f2,z3,f2z3
653,4f37s2b2f3s2j1*,s2,j1,s2j1
654,4+s37i2f1*,i2,f1,i2f1
655,5b28s+2f1v^3s-3z2*,f1,z2,f1z2
656,c4f28b3s2f-1*,b3,s2,b3s2
657,4b17f+3b2z1*,b2,z1,b2z1
658,4r27r+3b2v2*,b2,v2,b2v2
659,4b38f28f19+b2z37*,b2,z3,b2z3
660,4b39f38b28f39b38f19*,b3,f1,b3f1
661,5b19f19b19f19b38b38+f3z17*,f3,z1,f3z1
662,4f39b28f38+b18*,f3,b1,f3b1
663,6r28f18f39r29f39f37b39f17*,b3,f1,b3f1
664,4s29b37s28f39+b2z^17r27f28*,r2,f2,r2f2
665,6r17b39+b3v^37b-2z2v18*,z2,v1,z2v1
666,6b17b18f38*,b1,f3,b1f3
667,4+f3v18b18*,v1,b1,v1b1
668,4r18f19f38*,f1,f3,f1f3
669,4+b17h38f1v18s1v^17*,v1,s1,v1s1
670,5r29b39f28b38f28b18s17u-17*,b1,s1,b1s1
671,5f37f37b18s17u-37f38*,s1,f3,s1f3
672,6b29f17f19b17f39f37b19*,f3,b1,f3b1
673,6f18b19f39r37s-18b3z38f1v18*,f1,v1,f1v1
674,4b19f38f37s19+b1u-37*,s1,b1,s1b1
675,6b28f28b39f29f39f18r17f39+m19*,f3,m1,f3m1
676,4+b1v39r2v18*,r2,v1,r2v1
677,6f28b27f+18f1*,b2,f1,b2f1
678,5s29f38s28f19*,s2,f1,s2f1
679,5s27f+19f2o37*,f2,o3,f2o3
680,5+b37s-29b1v39b38*,v3,b3,v3b3
681,6f38b28f18f19f28s29f39b38s+19f17*,b3,f1,b3f1
682,5s19f18f18f28s+29f1v38b1v17*,b1,v1,b1v1
683,5s29f18r28f+18*,f1,r2,f1r2
684,4+b37s-19f3z38*,f3,z3,f3z3
685,6s19f38s29f38s18f18f19f27*,f1,f2,f1f2
686,6s29f18f18f38s38f39s28f+38*,f3,s2,f3s2
687,5+b2z39m2o17l3o38*,l3,o3,l3o3
688,4f39b37s+28f28*,b3,f2,b3f2
689,4+b2v27f1v38*,f1,v3,f1v3
690,5s29f38s28f18f18f28f39*,f2,f3,f2f3
691,6s29f38s39f38s39b38s+29b38*,b3,b3,b3b3
692,6s27f+3m2o3*,m2,o3,m2o3
693,4f28b+3s3z1*,s3,z1,s3z1
694,6f28f3s2f2f1*,f2,f1,f2f1
695,4s27o1l2o3*,l2,o3,l2o3
696,4+s2z1f3*,z1,f3,z1f3
697,6+s27i1f3*,i1,f3,i1f3
698,6b38b3b3f;1r+3b3*,b3,b3,b3b3
699,4+r17u-3m3z1*,m3,z1,m3z1
700,4+s37i1f1v3*,f1,v3,f1v3
701,4f28b3s1f2s2y+1*,f2,s2,f2s2
702,6f39b2b3b;1*,b2,b3,b2b3
703,6+s2v1l1o3*,l1,o3,l1o3
704,4b38f3s2f3b1f2f3s2f3*,s2,f3,s2f3
705,4f18f1f2s2y+1r1*,s2,r1,s2r1
706,6r18f+1f2v3*,f2,v3,f2v3
707,5s27f+1f1v3b3z1f3z3b1*,z3,b1,z3b1
708,6r28f2s2f3b2f1f2f;1f2f2s2f+1f1*,s2,f1,s2f1
709,6r39b38s19f18f39s38b19f27b39+b3z19*,b3,z1,b3z1
710,4r29f18f17f39s38s19+f39*,s1,f3,s1f3
711,4r18f38+b3z^17*,f3,b3,f3b3
712,4b38f17r18f38s38s29f18f18f28f38b39b39b18f28f18f28y17r-17r-38*,f2,y1,f2y1
713,6s18f38+m2o18*,m2,o1,m2o1
714,6s27f38+b38*,f3,b3,f3b3
715,4s29f19+f1v39b3z^17*,v3,b3,v3b3
716,4f18f39s37s39b39b39s17f19+f39*,f1,f3,f1f3
717,4b39b37s37*,b3,s3,b3s3
718,4f17f-39s1v18*,s1,v1,s1v1
719,5r28f18+f;37b-39b19*,f1,b1,f1b1
720,6b28b28f17f17f38+*,f1,f3,f1f3
721,4f29b29s38b39s37s38+m3o17*,m3,o1,m3o1
722,6b28b39+s3z^37r-3z^17*,b3,s3,b3s3
723,4r19f28s38s18f19f39b28b19+l1o17l2o39*,l2,o3,l2o3
724,4r39b38s19f18*,s1,f1,s1f1
725,4b37y3s-1l2o1*,l2,o1,l2o1
726,6s39f+3b3i2f3*,i2,f3,i2f3
727,6s28f+1f2i2b3z1l2o3*,l2,o3,l2o3
728,4f18u3s+1f3z^3*,u3,f3,u3f3
729,6f29f2f1*,f2,f1,f2f1
730,4b37b2b3b2f+3b2v1*,b2,v1,b2v1
731,4b28f3y1u-3b1*,y1,b1,y1b1
732,4s27f+3b3z1*,b3,z1,b3z1
733,6f29f3f3b2f+3b3z1f3z2*,f3,z2,f3z2
734,4f17r1s+1f3z3m3b1v^1*,m3,b1,m3b1
735,4s38f3b1*,f3,b1,f3b1
736,4b17f+3b3z3k1*,z3,k1,z3k1
737,c5r29f1r2f3s3f+3b2v1f3*,v1,f3,v1f3
738,6+f2z3m3o3*,m3,o3,m3o3
739,4+f1v3b3z2*,b3,z2,b3z2
740,6s27u1f1z2*,f1,z2,f1z2
741,5b27f37b38*,f3,b3,f3b3
742,6b28f;38b18b18f19b19f29f38b38f38b18s19f39r28u17*,r2,u1,r2u1
743,6f29f38f37b19*,f3,b1,f3b1
744,4f29f37s38f38b38*,f3,b3,f3b3
745,4s37r-39l19+l1o37*,l1,o3,l1o3
746,5r17s19+f39*,s1,f3,s1f3
747,5b38f39b18s18f17s29f39f38b38f18f19b19f38f38b19s18f39+f3z18*,f3,z1,f3z1
748,4f28f18+s1v38f18*,v3,f1,v3f1
749,c5b29f38r27u17*,r2,u1,r2u1
750,4r19f18b28f38f38b29f;38b18s27u37*,s2,u3,s2u3
751,4b29f38f38b19s29f39r38y17+r-1v28*,y1,v2,y1v2
752,c6b27f29+b37*,f2,b3,f2b3
753,4f27f3b;3s3s3b3s3f3b1*,f3,b1,f3b1
754,4r17f+3b2v1*,b2,v1,b2v1
755,4r18f+2b3z1f3*,z1,f3,z1f3
756,6f28f3s3s+1l2o3*,l2,o3,l2o3
757,6r28f+3m3o2*,m3,o2,m3o2
758,4r29f+3s3z1*,s3,z1,s3z1
759,4m29f+3b2z2f1*,z2,f1,z2f1
760,4f28f1f3b1*,f3,b1,f3b1
761,6b37b3b1*,b3,b1,b3b1
762,6f28f3b3y1f-1*,b3,y1,b3y1
763,6f39t28f38b38*,f3,b3,f3b3
764,4b28f38b18*,f3,b1,f3b1
765,4+s3j39b1v18*,b1,v1,b1v1
766,cc6b37s38s39b38b18r18f18r29f38*,r2,f3,r2f3
767,4f29f28b38b29f19r28f38+*,r2,f3,r2f3
768,6f28f29f39s29f38*,s2,f3,s2f3
769,4b37f18+f3z37*,f3,z3,f3z3
770,6f39s28f19+*,s2,f1,s2f1
771,6f29f18f29s38f39b28u37+*,b2,u3,b2u3
772,5f29f38b18*,f3,b1,f3b1
773,4b37b29+l1o17*,l1,o1,l1o1
774,4f28y17f-19f17*,y1,f1,y1f1
775,6s39f19r28f38+m1o38b2v39m1o18*,m1,o1,m1o1
776,4b29f2f1*,f2,f1,f2f1
777,6f29f3f1*,f3,f1,f3f1
778,4f29b1f2f+1r1v3m3o2*,m3,o2,m3o2
779,6b19f1f2b2y3*,b2,y3,b2y3
780,4f27f+3s2z1*,s2,z1,s2z1
781,4r27f+3b3z^1f-1v3*,b3,v3,b3v3
782,4f28f3s1f1f3b2u3*,b2,u3,b2u3
783,6f38b+1f2v1f3*,v1,f3,v1f3
784,6f37s3s+1f3*,s3,f3,s3f3
785,6b28b+3m2o3*,m2,o3,m2o3
786,5b28f2f3b1f1f+3m2o1*,m2,o1,m2o1
787,c4b38b2f+1f1*,b2,f1,b2f1
788,4r38b+1f2v3*,f2,v3,f2v3
789,6b18f1f1f1f1f1f3s2u3s-1f1*,u3,f1,u3f1
790,4b39f3b3f3b2f+3b3*,b2,b3,b2b3
791,6b38b1f1f+;2s3z1f1v3*,f1,v3,f1v3
792,6f27f=1f2z3*,f2,z3,f2z3
793,4b29f1f1f1f3s3s1f3b3s3f3s2f1f3b3b3y1f-3m3o1*,m3,o1,m3o1
794,6s29u1f-3m2t2z3*,t2,z3,t2z3
795,6f39f1f2f3s3s+1f3z3*,f3,z3,f3z3
796,5f37b2f1f2f3*,f2,f3,f2f3
797,4f27f+3b2v1*,b2,v1,b2v1
798,4b28f+1f2v3m3*,v3,m3,v3m3
799,6f28f1r1f+3m3o1*,m3,o1,m3o1
800,5f28f1r2f+;1*,f1,r2,f1r2
801,4f38b3b3f3b3b2f2b1f2f1*,f2,f1,f2f1
802,6s27s+3m3o1*,m3,o1,m3o1
803,6f38b3f1*,b3,f1,b3f1
804,6f17f1f3s3f3b3f2f1*,f2,f1,f2f1
805,4f17f+3m3o1*,m3,o1,m3o1
806,6s28f1f2f1*,f2,f1,f2f1
807,6f29f2f1*,f2,f1,f2f1
808,4s37f+1l3o3*,l3,o3,l3o3
809,6s28f+3s2o2b3z^3*,o2,b3,o2b3
810,6f29b1f+3m2o3*,m2,o3,m2o3
811,6b17f+3b2v1*,b2,v1,b2v1
812,6f29f1f1f3*,f1,f3,f1f3
813,4f27b3b1f2f3*,f2,f3,f2f3
814,6f28f+3m1o1*,m1,o1,m1o1
815,5b29f;2s+3b1v1*,b1,v1,b1v1
816,5b38b3s3f3s2j=+1l3o2m2v1*,m2,v1,m2v1
817,4s27f+3b2v1*,b2,v1,b2v1
818,4b38y1f-3m3*,y1,m3,y1m3
819,6f39b1f1*,b1,f1,b1f1
820,4s29b19f18f18*,f1,f1,f1f1
821,4s28f19b29f27f19+f1z38m2o17*,m2,o1,m2o1
822,4s29f19+r2v37m2o27*,m2,o2,m2o2
823,6s27f39+b38*,f3,b3,f3b3
824,4s39f39s38f39*,s3,f3,s3f3
825,4b39s38u27r-19s1v38*,s1,v3,s1v3
826,5f37f39+m3o19f;28u17u-17*,o1,u1,o1u1
827,c5r19b19f19b18y27*,b1,y2,b1y2
828,6+r2z18f1z37*,f1,z3,f1z3
829,6+f3z19m1v^37*,z1,m1,z1m1
830,6s19f38f38b38*,f3,b3,f3b3
831,5r17f19+f18*,f1,f1,f1f1
832,6f29b28f18s28f19+b2z^37*,f1,b2,f1b2
833,6b39b28s29f39*,s2,f3,s2f3
834,4s39f18b37f39b37f18f27f18*,f2,f1,f2f1
835,4b38f19r28f39+*,r2,f3,r2f3
836,5f28f39f38f39*,f3,f3,f3f3
837,4f38b19s28f39+f19*,f3,f1,f3f1
838,4b38b38f19*,b3,f1,b3f1
839,4b39f28f38*,f2,f3,f2f3
840,4b29f29l2o37*,l2,o3,l2o3
841,6s19f38b28b38b29f29f19f18f17r29u17*,r2,u1,r2u1
842,6s27s28+b39*,s2,b3,s2b3
843,6f28f18+f1v37b-18*,f1,v3,f1v3
844,6s27f39+b3v28f2z38*,f2,z3,f2z3
845,c4+f1z38s3z18*,s3,z1,s3z1
846,4f38+b3z19*,b3,z1,b3z1
847,5b29f37b19f28b28s39b38b38b28f19f29f28b18f18f18f17u17*,f1,u1,f1u1
848,5f37+s3z19l28*,z1,l2,z1l2
849,5b28f39s28f18+f2v37*,f2,v3,f2v3
850,6s39f38b37s38s29s19f18f18f39s37y-17*,f3,s3,f3s3
851,4b18f17r29f38+m37o17*,m3,o1,m3o1
852,6b29f27f39b18*,f3,b1,f3b1
853,4s38f19f28f39+b39*,f3,b3,f3b3
854,4b29f29f39y17r-1f-28*,f3,y1,f3y1
855,6f28f1f2y+2f-3*,f1,f2,f1f2
856,6f39b2f2b3b1*,b3,b1,b3b1
857,4r28f3s3f1*,s3,f1,s3f1
858,4+b37i3b-3z3s-1v;2f-3b3*,z3,b3,z3b3
859,4f38s3s1f2f1*,f2,f1,f2f1
860,6f29f1f1f2s1f1f2f1*,f2,f1,f2f1
861,6s37y+1f-3z1v3m3b1v^1*,m3,b1,m3b1
862,6b27f+3m2o2f2z1f3*,z1,f3,z1f3
863,4r38f3s2f1*,s2,f1,s2f1
864,4s3j=1f2j3*,f2,j3,f2j3
865,4r29b+1r2h3b3*,h3,b3,h3b3
866,6b28y3y-1l-3f3z^2*,y3,f3,y3f3
867,4r29f3s2f3*,s2,f3,s2f3
868,4r29f3b2b2b3*,b2,b3,b2b3
869,6f29f19f19f38b38y17y-37s-37b-37*,b3,y1,b3y1
870,c4f19f29f18f19f39s38b38+b19*,b3,b1,b3b1
871,c4f18f38+s3z^17*,f3,s3,f3s3
872,4b29f38+s3v28l2b37*,l2,b3,l2b3
873,4f18f39+m2o17*,m2,o1,m2o1
874,6f27f37+m2o37*,m2,o3,m2o3
875,c6r39b38b;37b18*,b3,b1,b3b1
876,4f28b;19r29b39b38y37*,b3,y3,b3y3
877,6f27b38b29f38+s3o39b2v^17f-17*,o3,b2,o3b2
878,6r2j39m27o37*,m2,o3,m2o3
879,4f17f-19r1v38*,r1,v3,r1v3
880,6f38b28f38b37y17u-37*,b3,y1,b3y1
881,6f39b17f28y37+*,f2,y3,f2y3
882,c5f27b38+m2o17*,m2,o1,m2o1
883,c5f18f39+m3o17*,m3,o1,m3o1
884,6f38b19f19f29f38+s3z^17*,f3,s3,f3s3
885,4f29b18+r2z17*,r2,z1,r2z1
886,6b29f37b19f17u27b-18l39f18f19r;27r38s19+f3z^37s-38*,s1,f3,s1f3
887,4b37b29f28b29b19f17f18f17f28y37b-38b2v18*,b2,v1,b2v1
888,5+r2z2f3*,z2,f3,z2f3
889,4+s2z2f3*,z2,f3,z2f3
890,4f29b2f1*,b2,f1,b2f1
891,5f29f3f3f3f2f+3s1z^1*,f2,s1,f2s1
892,4f17s+3b2z1*,b2,z1,b2z1
893,4+s2z1f3*,z1,f3,z1f3
894,4+s1v3f1v^1*,v3,f1,v3f1
895,6r18b1f2f+1f2v3*,f2,v3,f2v3
896,6+f2z1b3*,z1,b3,z1b3
897,5+f2z3f2z1s2v3*,s2,v3,s2v3
898,6b19b28f38+f27h17b3z19*,b3,z1,b3z1
899,6f37f39+b2z^17*,f3,b2,f3b2
900,6r17f19s27f-38*,f1,s2,f1s2
901,5f38f39b19s28f39+f38*,f3,f3,f3f3
902,6f37f38+f17*,f3,f1,f3f1
903,4f19i29y17+b-39*,i2,y1,i2y1
904,6f18f17s19f38f28f18+s3z^17m2p37*,m2,p3,m2p3
905,4f37f19+b3s39f18*,s3,f1,s3f1
906,6s39b39f38b29b18f17s18f38f37y17+*,f3,y1,f3y1
907,5b18f17+s2z39*,s2,z3,s2z3
908,6r19f18b18f38f37s1z=37s-1z18*,s1,z1,s1z1
909,5b29f29f39b18b18r29f19+f1v37m1o18*,m1,o1,m1o1
910,4b28f38+l1o17*,l1,o1,l1o1
911,5b38f38b28b29f38f17f38f18f38f19f38f19f17s17f39*,s1,f3,s1f3
912,4f38b29b18f39f37s37f38+s1z17*,s1,z1,s1z1
913,6f29f38b19+b2v29b1v19b39*,v1,b3,v1b3
914,5f29f38b38f19f28b18f29f37s39f39b29y37y-17b-19*,b2,y3,b2y3
915,6b28f38f37+s3v37m1o37*,m1,o3,m1o3
916,5b17f39+r3v17*,r3,v1,r3v1
917,4s29f38b29f38+s3v19l1o37*,l1,o3,l1o3
918,4f28f37s19+b18*,s1,b1,s1b1
919,5+b37i2f3*,i2,f3,i2f3
920,6r28b3b1f2u1u-1f-3*,f2,u1,f2u1
921,4r38b3s3b2f2f2f3*,f2,f3,f2f3
922,4r17f1r2f3b2b2u+3b-3*,b2,b2,b2b2
923,4+s3v1l1o3*,l1,o3,l1o3
924,6r28f3b1f3b3b2u2f-3*,b2,u2,b2u2
925,4b28f3b2f2f;1f2f+3b2v3m2v2o1*,v2,o1,v2o1
926,4+f2z2b2z^3s-2z2*,b2,z2,b2z2
927,6f29b3u3b+1*,b3,u3,b3u3
928,5b+37b3z2f1*,z2,f1,z2f1
929,6+f3z2b3*,z2,b3,z2b3
930,5b18f1r2f+3b2z1*,b2,z1,b2z1
931,6f38b3s3f3s2f+1f2v3*,f2,v3,f2v3
932,6s27f+3m3o1*,m3,o1,m3o1
933,4f28f3b3b3b3*,b3,b3,b3b3
934,4b18r1f1f1*,f1,f1,f1f1
935,6f38b1f1*,b1,f1,b1f1
936,4b38b1f1f2b1*,f2,b1,f2b1
937,4s27f-2l2o1*,l2,o1,l2o1
938,6f27f2f1f3b2f2f2b3s3s3s+3b1*,s3,b1,s3b1
939,4f27f+3b1v1*,b1,v1,b1v1
940,6f28f1f2f1f2f3s2r-3*,f3,s2,f3s2
941,4r18f+3m1o1*,m1,o1,m1o1
942,6s29f+1l1o=+3b1z^1*,l1,b1,l1b1
943,6s29f+3b3v1f3v3*,f3,v3,f3v3
944,4f38y1s-3z2o1*,z2,o1,z2o1
945,6f29f+1r1z3*,r1,z3,r1z3
946,4f38f1f1b3b3f+1f1s-2b-1*,b3,f1,b3f1
947,5r39b3f3b3f2f1b2b3f3b1s3b3*,s3,b3,s3b3
948,4f38b2s+1l2o2*,l2,o2,l2o2
949,4f18f+3m1o1*,m1,o1,m1o1
950,4f29f3s1b1f1b1f1b1f3*,b1,f3,b1f3
951,6b28f+1r2z1*,r2,z1,r2z1
952,4b17f2f2*,f2,f2,f2f2
953,6f29f1m2o+2l2o1m3o3l2o1*,l2,o1,l2o1
954,5f27f1f3*,f1,f3,f1f3
955,6b17f1b2b1s3b1s3b3f1*,b3,f1,b3f1
956,4f19f1r1f+1f1*,r1,f1,r1f1
957,6s27f+1m2k1*,m2,k1,m2k1
958,6r39b3f1f1y+3*,f1,f1,f1f1
