,rally,receiving_shot,returned_shot,combined,is_winner,is_forced_error,is_winner_or_forced_error
5886,4f28f3b3f3b2b3b3b3b2b1f1f2b2b2f3s3i;1*,s3,i;1,s3i;1,1,0,1
5887,4f17y1v3*,y1,v3,y1v3,1,0,1
5888,6f28f3b2z1*,b2,z1,b2z1,1,0,1
5889,4b29f3b1@,f3,b1,f3b1,0,0,0
5890,4f17f1f2b1f2f1f1n#,f1,f1,f1f1,0,1,1
5891,6r28f1f1w@,f1,f1,f1f1,0,0,0
5892,6b38b1f1f3b1f1w#,b1,f1,b1f1,0,1,1
5893,6r38f3b2f1f3b3b3b3b3b3b3b3b3b3b3d@,b3,b3,b3b3,0,0,0
5894,6f28f1f2b3s3f3b3b3b1w@,b3,b1,b3b1,0,0,0
5895,6f39b3b3f1*,b3,f1,b3f1,1,0,1
5896,6s17f+1f2n#,f+1,f2,f+1f2,0,1,1
5897,4f18f2b3b3b3f3b1f3b3b3b3b3f3b3w@,f3,b3,f3b3,0,0,0
5898,6b28b3b3f1f3w#,f1,f3,f1f3,0,1,1
5899,6b18r3b3b3b3d#,b3,b3,b3b3,0,1,1
5900,4b38f3b3b2f3b3f3b3b2s3s3s3b1w@,s3,b1,s3b1,0,0,0
5901,5s38f3m1o1f2n#,o1,f2,o1f2,0,1,1
5902,5r29f3b3w@,f3,b3,f3b3,0,0,0
5903,6b28b;1f1f3b3b;2f1f1f1f3b3b3b1f1n#,b1,f1,b1f1,0,1,1
5904,6s29f1f2b+3w@,f2,b+3,f2b+3,0,0,0
5905,4r38b3b3b3f1n@,b3,f1,b3f1,0,0,0
5906,6b27y+1r3m2t3d#,m2,t3,m2t3,0,1,1
5907,6f37b3b1w@,b3,b1,b3b1,0,0,0
5908,6f38f1f2f3b3f1f2f3b3f1f1f1f3b3s3f1f3b3y1r2n#,y1,r2,y1r2,0,1,1
5909,6f37y+1f3*,y+1,f3,y+1f3,1,0,1
5910,4f28b2b3b1r1d#,b1,r1,b1r1,0,1,1
5911,6f29f1f1d#,f1,f1,f1f1,0,1,1
5912,6b28f1f2f2n@,f2,f2,f2f2,0,0,0
5913,6f38b3b3b2f3b1f1f3b2b2f1f1f1f1f3b3b3b1f3d@,b1,f3,b1f3,0,0,0
5914,5b28b3b3b1n#,b3,b1,b3b1,0,1,1
5915,4b38b1f2f;3*,f2,f;3,f2f;3,1,0,1
5916,4f28b+3b2n#,b+3,b2,b+3b2,0,1,1
5917,5b28f1f2b2s3s+3m3o1f1f2f1n@,f2,f1,f2f1,0,0,0
5918,4s37f+3b1n#,f+3,b1,f+3b1,0,1,1
5919,4f28b2b1f2b3b3b1n@,b3,b1,b3b1,0,0,0
5920,4f;28s+3s2z1d@,s2,z1,s2z1,0,0,0
5921,4f29b3s3b1f1f+3m2o3*,m2,o3,m2o3,1,0,1
5922,5b29f3b2b2f1f1d@,f1,f1,f1f1,0,0,0
5923,6s28f+1f3z3b1v^1*,b1,v^1,b1v^1,1,0,1
5924,4b29f1f1f2b3s3s3s3r+3b1v^1*,b1,v^1,b1v^1,1,0,1
5925,4f29b1f3b3b3b1d@,b3,b1,b3b1,0,0,0
5926,6f38b2f1f1f3w@,f1,f3,f1f3,0,0,0
5927,6f37s3b3b3s3f3b3b3b3b1f1f1f3s2s+3b2z1w#,b2,z1,b2z1,0,1,1
5928,4s29f1r1f3n#,r1,f3,r1f3,0,1,1
5929,6f37b3b1f2n#,b1,f2,b1f2,0,1,1
5930,6f37b+3s2v3*,s2,v3,s2v3,1,0,1
5931,6s18f1f1f2b3b2f1f1f1f1r#,f1,f1,f1f1,0,1,1
5932,4b38f3b3b1*,b3,b1,b3b1,1,0,1
5933,c6b38b3b3x#,b3,b3,b3b3,0,1,1
5934,6f28b3b3b3b3b3b1f3n#,b1,f3,b1f3,0,1,1
5935,6f38b3f3b3f3b3f3b3s1f1f1w@,f1,f1,f1f1,0,0,0
5936,6b27y1r3m+2b3w#,m+2,b3,m+2b3,0,1,1
5937,4b27f+3m1n#,f+3,m1,f+3m1,0,1,1
5938,6f37b3b3b3f2f2f3b3b3b2f1f3b3b3d@,b3,b3,b3b3,0,0,0
5939,6s19f3b3b1f2f1n@,f2,f1,f2f1,0,0,0
5940,6f37b3b3n#,b3,b3,b3b3,0,1,1
5941,c6b18f1f1f3b3b3b1f2f+2b2z1n#,b2,z1,b2z1,0,1,1
5942,4b37b3b3b3b3b3f1f1f3b3b1w@,b3,b1,b3b1,0,0,0
5943,6s28f1f1f1f1f3b3b3f1f1f2b+3b1w#,b+3,b1,b+3b1,0,1,1
5944,4b38b3b2f2b3b3s3b3b3b1r1d#,b1,r1,b1r1,0,1,1
5945,6r28f1f2n#,f1,f2,f1f2,0,1,1
5946,6f29f1f1f3s1f+3m3o2r+2f1*,r+2,f1,r+2f1,1,0,1
5947,6s37b+3b1v^1*,b1,v^1,b1v^1,1,0,1
5948,4b39b3b3b1f1f3s2f+1f3z2*,f3,z2,f3z2,1,0,1
5949,6s27f+3b3i1*,b3,i1,b3i1,1,0,1
5950,6r38f3b3b3b2f1f3s3b3b1f1f1r#,f1,f1,f1f1,0,1,1
5951,6b18f1r1f3b3b1r2n#,b1,r2,b1r2,0,1,1
5952,6b28b1r2f+3m3o1*,m3,o1,m3o1,1,0,1
5953,6b28f1f1f1d@,f1,f1,f1f1,0,0,0
5954,6b19f2f3*,f2,f3,f2f3,1,0,1
5955,6f38b3b3b3b1d@,b3,b1,b3b1,0,0,0
5956,6b29f2y+1r3z2z1*,z2,z1,z2z1,1,0,1
5957,6s27f+3b1v^1*,b1,v^1,b1v^1,1,0,1
5958,6f38f3b3b3f1n@,b3,f1,b3f1,0,0,0
5959,6b28b1f1f+3s2f1l2o3s2f+3b3*,f+3,b3,f+3b3,1,0,1
5960,6f38b3b1f1r2b+3b3z1f1v3n#,f1,v3,f1v3,0,1,1
5961,6f38b3b2f2f1f1f2b3b3b1f1f;3*,f1,f;3,f1f;3,1,0,1
5962,6b17f1f3b2b3b3b3f3b3f3b3d#,f3,b3,f3b3,0,1,1
5963,6f38b3f1f2n#,f1,f2,f1f2,0,1,1
5964,6r39f3b2f1f2n@,f1,f2,f1f2,0,0,0
5965,4f28b1f1f3d@,f1,f3,f1f3,0,0,0
5966,6f28f3b2d#,f3,b2,f3b2,0,1,1
5967,4f18f+3b3z^1f3d#,z^1,f3,z^1f3,0,1,1
5968,6f38b3b;3b3f1d@,b3,f1,b3f1,0,0,0
5969,6f38f3b3b3b3f3b1f1f3b2b3b3b3b3b1w@,b3,b1,b3b1,0,0,0
5970,6r38f3b3b3s3f3b3b3b3b3b3b3f1f1n@,f1,f1,f1f1,0,0,0
5971,6f38f1f1f3n#,f1,f3,f1f3,0,1,1
5972,5b29b2b3s3f3s3f3b2d@,f3,b2,f3b2,0,0,0
5973,6s28f1f1f2d@,f1,f2,f1f2,0,0,0
5974,4f38b3b3b3b;2f1f1w#,f1,f1,f1f1,0,1,1
5975,5f28f2f1f1f1f1f1f1n@,f1,f1,f1f1,0,0,0
5976,6s28f1f1*,f1,f1,f1f1,1,0,1
5977,6f37b3b3b3b3b3f3b3f1d@,b3,f1,b3f1,0,0,0
5978,6f38b3b1w@,b3,b1,b3b1,0,0,0
5979,6f38b3b3b3f3b3b1f1f2f3*,f2,f3,f2f3,1,0,1
5980,6s18f1f1*,f1,f1,f1f1,1,0,1
5981,4f29f3s3b3b1f1f3s2f1*,s2,f1,s2f1,1,0,1
5982,6f38b3b2f3*,b2,f3,b2f3,1,0,1
5983,c5b18f2b+3m1o1f3z3*,f3,z3,f3z3,1,0,1
5984,6b27b2b3b3b3f3b3b3b3b3b3b3f;3b2f3b2f3b3b1r1j+2b3z1l3d#,z1,l3,z1l3,0,1,1
5985,6f28f3b3b3b3y+1s1m3t2v^2*,t2,v^2,t2v^2,1,0,1
5986,4f38s3s1d#,s3,s1,s3s1,0,1,1
5987,6b28f1f1f3b3b+1l3w#,b+1,l3,b+1l3,0,1,1
5988,6b18f1f1f1f1f1f3y1r1f3*,r1,f3,r1f3,1,0,1
5989,6b29f2f3b1r1f1*,r1,f1,r1f1,1,0,1
5990,6f37b+3b2z1*,b2,z1,b2z1,1,0,1
5991,4f18f2s2d#,f2,s2,f2s2,0,1,1
5992,4+b28v1f1v^2*,f1,v^2,f1v^2,1,0,1
5993,6b38f3b1*,f3,b1,f3b1,1,0,1
5994,5b38b3b3b1f2f3b3n@,f3,b3,f3b3,0,0,0
5995,4s38j+3s2v1f3n#,v1,f3,v1f3,0,1,1
5996,5b28f;3b3f1f1f3b3b1d#,b3,b1,b3b1,0,1,1
5997,6f28f3b3b1n#,b3,b1,b3b1,0,1,1
5998,6f38b2f1f3b3y+1r3z3n@,r3,z3,r3z3,0,0,0
5999,6f28f3b3y1n@,b3,y1,b3y1,0,0,0
6000,6b27f1f2b3b3b1r2f3b3b1f1f1f3b3s3s3b3b3y+1r3m2*,r3,m2,r3m2,1,0,1
6001,6b27f1f1d@,f1,f1,f1f1,0,0,0
6002,6s29f1l1v^3*,l1,v^3,l1v^3,1,0,1
6003,6f38b1f1f1u+1f3z3*,f3,z3,f3z3,1,0,1
6004,6f28f1f1f3s3s3f3b3b3b3*,b3,b3,b3b3,1,0,1
6005,4s27f+1f2n#,f+1,f2,f+1f2,0,1,1
6006,6f28f1f1n@,f1,f1,f1f1,0,0,0
6007,6f29f1f3n#,f1,f3,f1f3,0,1,1
6008,6r27f+3b1d#,f+3,b1,f+3b1,0,1,1
6009,6r37b3b2y3*,b2,y3,b2y3,1,0,1
6010,4s28f+3m2o3m3o1*,m3,o1,m3o1,1,0,1
6011,6f28f3b3w#,f3,b3,f3b3,0,1,1
6012,6b38b3f1d@,b3,f1,b3f1,0,0,0
6013,4b38f3s2f3*,s2,f3,s2f3,1,0,1
6014,4s38u+3s3s1*,s3,s1,s3s1,1,0,1
6015,4r28f+3b3i#,f+3,b3,f+3b3,0,1,1
6016,6r38f3s2f+3b3z1d#,b3,z1,b3z1,0,1,1
6017,4r37f+3b1w#,f+3,b1,f+3b1,0,1,1
6018,6b29b3s3s2n@,s3,s2,s3s2,0,0,0
6019,4s28f1f1u+3s2n#,u+3,s2,u+3s2,0,1,1
6020,4s38f;1r1d#,f;1,r1,f;1r1,0,1,1
6021,4f28f2b1f1f1f1f;3s3s2f1f1f3x#,f1,f3,f1f3,0,1,1
6022,6f38f+3s1j1d@,s1,j1,s1j1,0,0,0
6023,6f28f1f1f1f1f2f1f1d#,f1,f1,f1f1,0,1,1
6024,4b38y1f3z2*,f3,z2,f3z2,1,0,1
6025,4f19h=3s+1f3*,s+1,f3,s+1f3,1,0,1
6026,5b38b1f3n#,b1,f3,b1f3,0,1,1
6027,6b18f1r1f1f1f;1f+1f3z3*,f3,z3,f3z3,1,0,1
6028,6f28f2b3b3n#,b3,b3,b3b3,0,1,1
6029,5b28f1f1f3b2y+2b2d#,y+2,b2,y+2b2,0,1,1
6030,6b28f+3s2v3d@,s2,v3,s2v3,0,0,0
6031,6f28f1f1f1f3s3b1f1f3n@,f1,f3,f1f3,0,0,0
6032,6b19f1f2n@,f1,f2,f1f2,0,0,0
6033,6s37s+3b1v1f3*,v1,f3,v1f3,1,0,1
6034,c5r38f3s3f3b3w@,f3,b3,f3b3,0,0,0
6035,4r28b3b3y1r+3b3w@,r+3,b3,r+3b3,0,0,0
6036,6r38f1f1f3*,f1,f3,f1f3,1,0,1
6037,6b28b3b3b3n@,b3,b3,b3b3,0,0,0
6038,5s38y3s1w#,y3,s1,y3s1,0,1,1
6039,4b37y3s1l+1f3d#,l+1,f3,l+1f3,0,1,1
6040,5s17f+3m2o3*,m2,o3,m2o3,1,0,1
6041,6r17f+1l1*,f+1,l1,f+1l1,1,0,1
6042,c6f28f1f3f+3s3b1f1w#,b1,f1,b1f1,0,1,1
6043,6b18f1f1f1d@,f1,f1,f1f1,0,0,0
6044,6f28f1f1f2b2s1f1f3b3s3f3b3b;1*,b3,b;1,b3b;1,1,0,1
6045,6s28f1f1f3d@,f1,f3,f1f3,0,0,0
6046,5r38b2f1f1r3n#,f1,r3,f1r3,0,1,1
6047,4f38b3s3s3w#,s3,s3,s3s3,0,1,1
6048,4b37y3y3*,y3,y3,y3y3,1,0,1
6049,6r17f+3m2f3w#,m2,f3,m2f3,0,1,1
6050,4s28f3b3b1n@,b3,b1,b3b1,0,0,0
6051,4s38u3b3*,u3,b3,u3b3,1,0,1
6052,4r18f3s3f3b3b3b3f1f;2*,f1,f;2,f1f;2,1,0,1
6053,4f18f1r2f+3s1v^1*,s1,v^1,s1v^1,1,0,1
6054,6f38b1f1f1n#,f1,f1,f1f1,0,1,1
6055,4b28f3s3f3b2f1f3s2f1f3y1r;3b2z#,r;3,b2,r;3b2,0,1,1
6056,4r28f3b3y1f1*,y1,f1,y1f1,1,0,1
6057,6f28f3b2f1f1n@,f1,f1,f1f1,0,0,0
6058,4r28b3s3b3b3b3b3f3b2f+3s2f1f3*,f1,f3,f1f3,1,0,1
6059,6b27f+1l2o3s#,l2,o3,l2o3,0,1,1
6060,4+r28z3m3o1*,m3,o1,m3o1,1,0,1
6061,6s18f+3s1v^1*,s1,v^1,s1v^1,1,0,1
6062,c4r37y+1f1v2*,f1,v2,f1v2,1,0,1
6063,5f27s2f3b2f2b2f3b1f1f3n@,f1,f3,f1f3,0,0,0
6064,6f38b3b3f3b3b3f1f1n#,f1,f1,f1f1,0,1,1
6065,6f38b3f2f3b3f1f2f2b2f1f1f1f3b2f2f1f1f3*,f1,f3,f1f3,1,0,1
6066,c6b29f2b2f2f2f2f1d@,f2,f1,f2f1,0,0,0
6067,6f27f3b3f3b3b3b2f3s3f3b3f1f1f1f1*,f1,f1,f1f1,1,0,1
6068,6b28s3b3b1f2f3b3b2f1f2f2b3b3f1f1f3b3s3y1f1-*,y1,f1,y1f1,1,0,1
6069,6f39b3f3b3b3b2n@,b3,b2,b3b2,0,0,0
6070,6f39s3f3b3s2f3b1n@,f3,b1,f3b1,0,0,0
6071,4f19f2f3s2f2f1f3b2b2f3b3b2y1f3m2o2f1z3*,f1,z3,f1z3,1,0,1
6072,6b38y1f3b3z1*,b3,z1,b3z1,1,0,1
6073,6f38b3b3b3n@,b3,b3,b3b3,0,0,0
6074,4f29f3s3f3*,s3,f3,s3f3,1,0,1
6075,6f29f3b2f3b3b3b3b1f1f1*,f1,f1,f1f1,1,0,1
6076,6f29f3b3b2f1f3d@,f1,f3,f1f3,0,0,0
6077,c4f28f2f2f3b2f3s2f1f1f3s2f3b3b3b3b2b2b2f1f3b2b3b2b2f1f1f3w#,f1,f3,f1f3,0,1,1
6078,6b27f3b3z2f3z1f1v3*,f1,v3,f1v3,1,0,1
6079,6b27b1f1f3s3b3f1f1d@,f1,f1,f1f1,0,0,0
6080,4b28f1f1f3b3s3f3b1f#,f3,b1,f3b1,0,1,1
6081,6f28f3b3b1*,b3,b1,b3b1,1,0,1
6082,6m29f3b2f1f1f3b2b1f3d@,b1,f3,b1f3,0,0,0
6083,c4b29f3b3b2f2f2b2f3@,b2,f3,b2f3,0,0,0
6084,4s28f1f1f2b3b2f1w@,b2,f1,b2f1,0,0,0
6085,5f28f3b3b2f2f3b3b2f1f3*,f1,f3,f1f3,1,0,1
6086,6b28b1s2n#,b1,s2,b1s2,0,1,1
6087,6f29f2b2f3b3b2f1f1f3d@,f1,f3,f1f3,0,0,0
6088,6s28f3m2o3*,m2,o3,m2o3,1,0,1
6089,4f39b3s3b3b3y1f3b1v1*,b1,v1,b1v1,1,0,1
6090,4f27f3s3f3b1f1f3b#,f1,f3,f1f3,0,1,1
6091,6f29f2b2f3b3b2f2f1*,f2,f1,f2f1,1,0,1
6092,6f37y1f1-f2d#,f1,f2,f1f2,0,1,1
6093,6f29f3s3f2f2b2f2b3b3f1d@,b3,f1,b3f1,0,0,0
6094,6b39s3s3n@,s3,s3,s3s3,0,0,0
6095,6s27f1f1n#,f1,f1,f1f1,0,1,1
6096,5b28f3b3z1w@,b3,z1,b3z1,0,0,0
6097,6b29f3b1d@,f3,b1,f3b1,0,0,0
6098,6r28f1f1f2b3w#,f2,b3,f2b3,0,1,1
6099,4f29f3s3f3b2f3s3z3m3d#,z3,m3,z3m3,0,1,1
6100,6f29f3m2o1*,m2,o1,m2o1,1,0,1
6101,6b39m2o3*,m2,o3,m2o3,1,0,1
6102,4b39b2f1!@,b2,f1,b2f1,0,0,0
6103,6f39b3f3b2f1f1f3b2f2b3b1n@,b3,b1,b3b1,0,0,0
6104,6f29f3b3b2f3b1r2f3m1d#,f3,m1,f3m1,0,1,1
6105,4f29f3mo1*,f3,o1,f3o1,1,0,1
6106,6f28f2b2b2b1*,b2,b1,b2b1,1,0,1
6107,6f27b3b2f1r2d@,f1,r2,f1r2,0,0,0
6108,4f19f1f1f3b1f2f1f1f1f1f3b2s3f1*,s3,f1,s3f1,1,0,1
6109,6b18f3b3b2f2f3b2f3b3m3b1f2z1#,f2,z1,f2z1,0,1,1
6110,6b28f3s2f3w@,s2,f3,s2f3,0,0,0
6111,4s28f3s1w#,f3,s1,f3s1,0,1,1
6112,6b38b3f1f1*,f1,f1,f1f1,1,0,1
6113,6s19f1f3b3*,f3,b3,f3b3,1,0,1
6114,cc5+f28h3l-2t2v1l3o3*,l3,o3,l3o3,1,0,1
6115,6f17f+1f3n#,f+1,f3,f+1f3,0,1,1
6116,6s29f3s2f3s1f+3b2z3n#,b2,z3,b2z3,0,1,1
6117,6s29f3s2f3b2f3s;3z=+1l3*,z=+1,l3,z=+1l3,1,0,1
6118,4f18f1f3b2u3b-3m2d#,b-3,m2,b-3m2,0,1,1
6119,c4+s37b-3b1j2n#,b1,j2,b1j2,0,1,1
6120,6s28f+3b1v^1*,b1,v^1,b1v^1,1,0,1
6121,5s38b1r2z3n@,r2,z3,r2z3,0,0,0
6122,6s18f+3m2o1*,m2,o1,m2o1,1,0,1
6123,4f29h=2f3s3b3n@,s3,b3,s3b3,0,0,0
6124,6r29f1f1f1n@,f1,f1,f1f1,0,0,0
6125,6+s2k3b2z2f2v3d#,f2,v3,f2v3,0,1,1
6126,4+f28z3m2f3w@,m2,f3,m2f3,0,0,0
6127,6f28f2f3b3s1f3s2n#,f3,s2,f3s2,0,1,1
6128,6+b38z3b-1w#,z3,b-1,z3b-1,0,1,1
6129,6+s37y-1l-1w#,y-1,l-1,y-1l-1,0,1,1
6130,6f18f;1f3i=3d#,f3,i=3,f3i=3,0,1,1
6131,4+b17h3b1*,h3,b1,h3b1,1,0,1
6132,5+b37i3k=3z3*,k=3,z3,k=3z3,1,0,1
6133,4+s37z1f3d@,z1,f3,z1f3,0,0,0
6134,4s28f+1f1*,f+1,f1,f+1f1,1,0,1
6135,4f29f3b+3b3z1l2j3*,l2,j3,l2j3,1,0,1
6136,4s38f1f1w#,f1,f1,f1f1,0,1,1
6137,5s27f+1l3o2*,l3,o2,l3o2,1,0,1
6138,5s29f1f3s3b3f2f+3s1v^3n#,s1,v^3,s1v^3,0,1,1
6139,4s27f+1l2p=3s2n#,p=3,s2,p=3s2,0,1,1
6140,6+s3z^3s-1l3o3*,l3,o3,l3o3,1,0,1
6141,4s37f+1l3o1f3d#,o1,f3,o1f3,0,1,1
6142,5s39b3b3w@,b3,b3,b3b3,0,0,0
6143,5s27f1f1f1f3w#,f1,f3,f1f3,0,1,1
6144,4+b37v1l1o3*,l1,o3,l1o3,1,0,1
6145,4+s37i3b-2d#,i3,b-2,i3b-2,0,1,1
6146,6+b27i1f3z^3s-3n#,z^3,s-3,z^3s-3,0,1,1
6147,6+b3z=2j1*,z=2,j1,z=2j1,1,0,1
6148,4+b3z3b3z3n#,b3,z3,b3z3,0,1,1
6149,4+b3z1l3o3b3b1f1f1f2b+2b3z^3b-3*,z^3,b-3,z^3b-3,1,0,1
6150,6s28f+3b2f-1*,b2,f-1,b2f-1,1,0,1
6151,4f19f1f2d#,f1,f2,f1f2,0,1,1
6152,4+b37f-1f2d#,f-1,f2,f-1f2,0,1,1
6153,4s29f3b3f2b3b;2f3b3b3b2f1f3s3f+3*,s3,f+3,s3f+3,1,0,1
6154,4s37s1f3s3s3b3s3f+1f1*,f+1,f1,f+1f1,1,0,1
6155,4s37f+3b1w#,f+3,b1,f+3b1,0,1,1
6156,4+s37z3b1d#,z3,b1,z3b1,0,1,1
6157,4+s37z3i=1*,z3,i=1,z3i=1,1,0,1
6158,4+s37z;1f1w@,z;1,f1,z;1f1,0,0,0
6159,6f37s2f1f3s3n#,f3,s3,f3s3,0,1,1
6160,6s19f1f2f1f1f1f2n#,f1,f2,f1f2,0,1,1
6161,6b28f+3b3w#,f+3,b3,f+3b3,0,1,1
6162,6+b27f-3m3d#,f-3,m3,f-3m3,0,1,1
6163,5+s37z3b1v#,z3,b1,z3b1,0,1,1
6164,6f29f3b1f3d#,b1,f3,b1f3,0,1,1
6165,6s28f3b3d@,f3,b3,f3b3,0,0,0
6166,4s18f3s2z1*,s2,z1,s2z1,1,0,1
6167,4+s37i3b3z2d#,b3,z2,b3z2,0,1,1
6168,6s29f3s1f1w@,s1,f1,s1f1,0,0,0
6169,5s38f3s1f3b2h=3s3b1n@,s3,b1,s3b1,0,0,0
6170,4+s37s-1f1n#,s-1,f1,s-1f1,0,1,1
6171,4s39f3s3f3s1f+3s3z1l2o3*,l2,o3,l2o3,1,0,1
6172,5b37y+1r-1n#,y+1,r-1,y+1r-1,0,1,1
6173,5+b28z3b1n#,z3,b1,z3b1,0,1,1
6174,6+s;37b-3b3n#,b-3,b3,b-3b3,0,1,1
6175,4s38b3s3f3b1f3b+3*,f3,b+3,f3b+3,1,0,1
6176,4s2j1f3z3n#,f3,z3,f3z3,0,1,1
6177,5+s3z3b3z2*,b3,z2,b3z2,1,0,1
6178,5s38b3s2f+3m2o1*,m2,o1,m2o1,1,0,1
6179,5s29f1f3x#,f1,f3,f1f3,0,1,1
6180,4f38s3s3n#,s3,s3,s3s3,0,1,1
6181,4+s1v1f+3s3n#,f+3,s3,f+3s3,0,1,1
6182,6+s3z3b1*,z3,b1,z3b1,1,0,1
6183,6+f27h3k=3d#,h3,k=3,h3k=3,0,1,1
6184,6f28f+3b3w#,f+3,b3,f+3b3,0,1,1
6185,4f17f+1r3z2f1*,z2,f1,z2f1,1,0,1
6186,6f37b3b3b1f3b1f1d@,b1,f1,b1f1,0,0,0
6187,4+s2v3b3z3m1x#,z3,m1,z3m1,0,1,1
6188,4s38f2f3d@,f2,f3,f2f3,0,0,0
6189,4f28f3s3b3b3b2f2d#,b2,f2,b2f2,0,1,1
6190,5+b17h1f3z3b1n#,z3,b1,z3b1,0,1,1
6191,6+s27z1f3*,z1,f3,z1f3,1,0,1
6192,6f38b1f1f1f2b2b2f2f3s3s3b1w@,s3,b1,s3b1,0,0,0
6193,4f2f2s2f3w@,s2,f3,s2f3,0,0,0
6194,6b2f2b2n@,f2,b2,f2b2,0,0,0
6195,5f3b3b3w#,b3,b3,b3b3,0,1,1
6196,4s3b1f3s2f2d@,s2,f2,s2f2,0,0,0
6197,6s2f1f3z2b3*,z2,b3,z2b3,1,0,1
6198,6f3f3b1w#,f3,b1,f3b1,0,1,1
6199,4b2f3s2f3w@,s2,f3,s2f3,0,0,0
6200,4s2b3b3z#,b3,b3,b3b3,0,1,1
6201,4s3b2f2b3n@,f2,b3,f2b3,0,0,0
6202,6f2f2f2y1f3b1*,f3,b1,f3b1,1,0,1
6203,6f1f1f1f2f3f1f1n@,f1,f1,f1f1,0,0,0
6204,6s2f1f2d@,f1,f2,f1f2,0,0,0
6205,6f2b2b3b2s2n@,b2,s2,b2s2,0,0,0
6206,6b2f2f2f1f3s3b3b!@,s3,b3,s3b3,0,0,0
6207,4b3b3b1r1f1f1f2s2f1f3n@,f1,f3,f1f3,0,0,0
6208,5f2z3m2o1*,m2,o1,m2o1,1,0,1
6209,4f2f2b1f1d#,b1,f1,b1f1,0,1,1
6210,6b3z2b1*,z2,b1,z2b1,1,0,1
6211,4s2f1f2b3s3f1f1f1f1f3b2f3*,b2,f3,b2f3,1,0,1
6212,6b2f1f2f2b1f1f2b3b3b1f1f1n#,f1,f1,f1f1,0,1,1
6213,4s3f3b3f3b3b3f1f1n@,f1,f1,f1f1,0,0,0
6214,5r2f3m2o3*,m2,o3,m2o3,1,0,1
6215,4b2f2b2f3b3b3b1f1s2v3b3w#,v3,b3,v3b3,0,1,1
6216,6f2f2y1r1d@,y1,r1,y1r1,0,0,0
6217,6s2f1f1vn#,f1,f1,f1f1,0,1,1
6218,6r3f3b1n#,f3,b1,f3b1,0,1,1
6219,6b2f3b3n#,f3,b3,f3b3,0,1,1
6220,4b2f3s2o1*,s2,o1,s2o1,1,0,1
6221,5f2f3s3n@,f3,s3,f3s3,0,0,0
6222,4f3b2f1f1d#,f1,f1,f1f1,0,1,1
6223,5s3b3b1f1f1f3s3b1d@,s3,b1,s3b1,0,0,0
6224,6f1f1f1f1f2b2b3b3b2f1r3f1f1f1f2s3b2f3s3b3b2b1f3w@,b1,f3,b1f3,0,0,0
6225,4f1f2f1f1f3b3z#,f3,b3,f3b3,0,1,1
6226,6f2b3b3b3b2f1n#,b2,f1,b2f1,0,1,1
6227,6s3b3s1f1f1f3s3b3b3b2b2b3s3b3b3b3s3b2b2f1f3b3b3f3b1r#,f3,b1,f3b1,0,1,1
6228,4f3b3b3b3b2d#,b3,b2,b3b2,0,1,1
6229,6s3b1f2d#,b1,f2,b1f2,0,1,1
6230,6f3b2f3s3r3b1w@,r3,b1,r3b1,0,0,0
6231,6f2f3s1f1f2n#,f1,f2,f1f2,0,1,1
6232,6b2f3b1f1f1d#,f1,f1,f1f1,0,1,1
6233,5r3u3b3*,u3,b3,u3b3,1,0,1
6234,4s2f3s2o3d@,s2,o3,s2o3,0,0,0
6235,4b2f2f3i2b1*,i2,b1,i2b1,1,0,1
6236,6f2b2b2f1f1f3s#,f1,f3,f1f3,0,1,1
6237,6s3b1f1f3w@,f1,f3,f1f3,0,0,0
6238,6b2f3b2f1f1d#,f1,f1,f1f1,0,1,1
6239,6r2f3b1f1!@,b1,f1,b1f1,0,0,0
6240,6f3b3b3b1f1*,b1,f1,b1f1,1,0,1
6241,6s2f3s2f3s3b1f1n#,b1,f1,b1f1,0,1,1
6242,4s3b3b2b1w@,b2,b1,b2b1,0,0,0
6243,5s2b1f1*,b1,f1,b1f1,1,0,1
6244,5s3b3s1f3s3b1r#,s3,b1,s3b1,0,1,1
6245,4s2f1f2b3s3b3b3b1d#,b3,b1,b3b1,0,1,1
6246,6s2f3s3b3b2f3b3b2f3b1f#,f3,b1,f3b1,0,1,1
6247,6s38b2f3b3b2b3b2b3n@,b2,b3,b2b3,0,0,0
6248,6r29f3s3f1f2f3s3f3s2f3b1d@,f3,b1,f3b1,0,0,0
6249,6s28f+3b3z1f1x#,z1,f1,z1f1,0,1,1
6250,c4+s38v1l2o3*,l2,o3,l2o3,1,0,1
6251,6+r27i1r1n#,i1,r1,i1r1,0,1,1
6252,6f28f1f1f3b3s1f1f3b2s3s2f1f1f3b3s3s3s1f1f3b3s1d#,b3,s1,b3s1,0,1,1
6253,4f28b2s3b3b3s3f+1f1v2r1l1*,r1,l1,r1l1,1,0,1
6254,6f27f+3b3z1n#,b3,z1,b3z1,0,1,1
6255,6b29b1f3n@,b1,f3,b1f3,0,0,0
6256,4+s37z^3b1d#,z^3,b1,z^3b1,0,1,1
6257,6s38f3s3f1f3s3f3n@,s3,f3,s3f3,0,0,0
6258,4r28f+3m2o3*,m2,o3,m2o3,1,0,1
6259,4+f27f3m2o3b3z^3*,b3,z^3,b3z^3,1,0,1
6260,6b38f+3b2v1*,b2,v1,b2v1,1,0,1
6261,c5b28f3b3b3s2f2f1f3w@,f1,f3,f1f3,0,0,0
